"last_name, first_name","player_id","name_abbrev","team_id","position_name","age","bat_side","seconds_since_hit_000","seconds_since_hit_005","seconds_since_hit_010","seconds_since_hit_015","seconds_since_hit_020","seconds_since_hit_025","seconds_since_hit_030","seconds_since_hit_035","seconds_since_hit_040","seconds_since_hit_045","seconds_since_hit_050","seconds_since_hit_055","seconds_since_hit_060","seconds_since_hit_065","seconds_since_hit_070","seconds_since_hit_075","seconds_since_hit_080","seconds_since_hit_085","seconds_since_hit_090"
"Farmer, Kyle","571657","COL","115","2B","34","R","0.00","0.57","0.90","1.18","1.43","1.66","1.88","2.09","2.30","2.50","2.69","2.88","3.07","3.25","3.44","3.62","3.80","3.99","4.19"
"Feduccia, Hunter","676439","TB","139","C","28","L","0.00","0.54","0.86","1.13","1.36","1.59","1.81","2.02","2.22","2.42","2.61","2.81","3.00","3.19","3.38","3.57","3.77","3.99","4.20"
"Fermin, Freddy","666023","SD","135","C","30","R","0.00","0.55","0.87","1.14","1.37","1.60","1.81","2.01","2.20","2.40","2.58","2.77","2.95","3.13","3.31","3.48","3.66","3.84","4.03"
"Fermín, José","665877","STL","138","2B","26","R","0.00","0.56","0.88","1.15","1.39","1.62","1.83","2.04","2.24","2.44","2.63","2.81","3.00","3.18","3.36","3.54","3.72","3.90","4.10"
"Fernández, Yanquiel","692585","COL","115","DH","22","L","0.00","0.56","0.89","1.17","1.42","1.65","1.87","2.08","2.29","2.49","2.69","2.88","3.08","3.27","3.46","3.65","3.85","4.06","4.27"
"Fitzgerald, Tyler","666149","SF","137","2B","27","R","0.00","0.56","0.87","1.12","1.35","1.57","1.77","1.97","2.15","2.33","2.51","2.69","2.86","3.03","3.20","3.36","3.53","3.69","3.86"
"Flores, Wilmer","527038","SF","137","DH","33","R","0.00","0.58","0.92","1.21","1.47","1.72","1.95","2.18","2.40","2.61","2.82","3.03","3.23","3.43","3.63","3.83","4.03","4.24","4.46"
"Fortes, Nick","663743","TB","139","C","28","R","0.00","0.55","0.88","1.15","1.39","1.62","1.83","2.04","2.24","2.43","2.62","2.81","2.99","3.18","3.36","3.54","3.72","3.91","4.10"
"Fraley, Jake","641584","ATL","144","RF","30","L","0.00","0.54","0.82","1.07","1.29","1.51","1.71","1.90","2.09","2.27","2.45","2.63","2.80","2.97","3.14","3.31","3.47","3.65","3.84"
"France, Ty","664034","TOR","141","1B","30","R","0.00","0.57","0.91","1.20","1.45","1.70","1.92","2.14","2.35","2.56","2.77","2.97","3.16","3.36","3.56","3.75","3.95","4.15","4.37"
"Frazier, Adam","624428","KC","118","2B","33","L","0.00","0.54","0.84","1.11","1.35","1.57","1.78","1.99","2.19","2.38","2.57","2.76","2.95","3.13","3.31","3.50","3.69","3.88","4.08"
"Freeman, Cody","683227","TEX","140","2B","24","R","0.00","0.53","0.85","1.11","1.35","1.57","1.78","1.98","2.18","2.37","2.56","2.75","2.93","3.11","3.29","3.46","3.64","3.82","4.01"
"Freeman, Freddie","518692","LAD","119","1B","35","L","0.00","0.55","0.87","1.15","1.39","1.63","1.85","2.06","2.26","2.46","2.66","2.85","3.04","3.23","3.42","3.60","3.80","4.01","4.22"
"Freeman, Tyler","671289","COL","115","RF","26","R","0.00","0.54","0.85","1.11","1.34","1.56","1.77","1.96","2.15","2.34","2.52","2.70","2.87","3.05","3.22","3.39","3.56","3.73","3.91"
"Frelick, Sal","686217","MIL","158","RF","25","L","0.00","0.53","0.82","1.07","1.29","1.50","1.70","1.89","2.07","2.25","2.42","2.60","2.77","2.93","3.10","3.27","3.43","3.61","3.79"
"Friedl, TJ","670770","CIN","113","CF","29","L","0.00","0.54","0.83","1.09","1.32","1.54","1.75","1.95","2.14","2.34","2.52","2.70","2.89","3.07","3.25","3.43","3.61","3.81","4.01"
"Fry, David","681807","CLE","114","DH","29","R","0.00","0.56","0.89","1.17","1.42","1.66","1.88","2.09","2.29","2.50","2.69","2.88","3.07","3.26","3.45","3.63","3.81","3.99","4.18"
"Fulford, Braxton","690924","COL","115","C","26","R","0.00","0.57","0.89","1.15","1.38","1.60","1.80","2.00","2.19","2.37","2.55","2.73","2.90","3.07","3.24","3.41","3.58","3.74","3.92"
"Garcia, Maikel","672580","KC","118","3B","25","R","0.00","0.56","0.87","1.13","1.37","1.58","1.79","1.99","2.18","2.36","2.54","2.72","2.90","3.07","3.24","3.42","3.59","3.77","3.95"
"García Jr., Luis","671277","WSH","120","2B","25","L","0.00","0.55","0.86","1.13","1.37","1.59","1.80","2.00","2.20","2.39","2.58","2.77","2.95","3.13","3.32","3.50","3.68","3.87","4.07"
"García, Adolis","666969","TEX","140","RF","32","R","0.00","0.57","0.89","1.15","1.39","1.60","1.81","2.01","2.21","2.39","2.58","2.76","2.94","3.12","3.29","3.47","3.64","3.82","4.01"
"Garver, Mitch","641598","SEA","136","C","34","R","0.00","0.56","0.89","1.17","1.42","1.66","1.88","2.09","2.30","2.50","2.70","2.89","3.08","3.27","3.45","3.64","3.83","4.02","4.22"
"Gasper, Mickey","681508","MIN","142","C","29","L","0.00","0.54","0.84","1.10","1.34","1.57","1.77","1.98","2.18","2.37","2.56","2.75","2.94","3.12","3.31","3.49","3.68","3.88","4.10"
"Gelof, Zack","680869","ATH","133","2B","25","R","0.00","0.57","0.88","1.14","1.37","1.58","1.79","1.98","2.17","2.35","2.53","2.71","2.88","3.05","3.22","3.39","3.56","3.73","3.91"
"Gilbert, Drew","687551","SF","137","RF","24","L","0.00","0.53","0.82","1.08","1.31","1.52","1.73","1.92","2.11","2.30","2.48","2.65","2.83","3.00","3.18","3.35","3.52","3.70","3.89"
"Giménez, Andrés","665926","TOR","141","2B","26","L","0.00","0.52","0.82","1.08","1.31","1.52","1.73","1.92","2.11","2.30","2.48","2.66","2.83","3.00","3.17","3.35","3.52","3.69","3.88"
"Goldschmidt, Paul","502671","NYY","147","1B","37","R","0.00","0.56","0.88","1.15","1.39","1.62","1.83","2.04","2.24","2.44","2.63","2.82","3.01","3.19","3.37","3.56","3.74","3.93","4.13"
"Gonzales, Nick","693304","PIT","134","2B","26","R","0.00","0.55","0.86","1.13","1.36","1.58","1.78","1.98","2.17","2.35","2.53","2.71","2.88","3.06","3.22","3.39","3.56","3.73","3.90"
"Gonzalez, Oscar","660757","SD","135","LF","27","R","0.00","0.56","0.89","1.16","1.41","1.63","1.85","2.05","2.24","2.43","2.62","2.80","2.98","3.16","3.33","3.50","3.67","3.85","4.03"
"Gonzalez, Romy","663853","BOS","111","1B","28","R","0.00","0.55","0.86","1.12","1.35","1.57","1.77","1.97","2.15","2.34","2.52","2.69","2.86","3.04","3.21","3.38","3.55","3.72","3.90"
"Goodman, Hunter","696100","COL","115","C","25","R","0.00","0.57","0.89","1.16","1.40","1.62","1.84","2.04","2.24","2.43","2.61","2.80","2.98","3.16","3.34","3.52","3.70","3.87","4.06"
"Gorman, Nolan","669357","STL","138","3B","25","L","0.00","0.56","0.89","1.17","1.42","1.65","1.88","2.09","2.29","2.49","2.68","2.87","3.06","3.25","3.44","3.63","3.83","4.04","4.25"
"Greene, Riley","682985","DET","116","LF","24","L","0.00","0.54","0.84","1.11","1.34","1.56","1.77","1.98","2.17","2.37","2.56","2.74","2.92","3.10","3.28","3.47","3.65","3.84","4.04"
"Grichuk, Randal","545341","KC","118","DH","33","R","0.00","0.56","0.87","1.14","1.38","1.60","1.82","2.02","2.22","2.42","2.61","2.80","2.98","3.16","3.34","3.53","3.71","3.90","4.09"
"Grisham, Trent","663757","NYY","147","CF","28","L","0.00","0.54","0.83","1.09","1.32","1.54","1.75","1.95","2.14","2.33","2.51","2.70","2.88","3.06","3.24","3.42","3.60","3.79","3.98"
"Guerrero Jr., Vladimir","665489","TOR","141","1B","26","R","0.00","0.56","0.89","1.17","1.41","1.64","1.85","2.06","2.25","2.45","2.63","2.82","3.00","3.18","3.36","3.53","3.71","3.89","4.07"
"Gurriel Jr., Lourdes","666971","AZ","109","LF","31","R","0.00","0.58","0.90","1.18","1.42","1.65","1.86","2.07","2.26","2.46","2.65","2.83","3.02","3.20","3.38","3.56","3.74","3.92","4.10"
"Haase, Eric","606992","MIL","158","C","32","R","0.00","0.56","0.88","1.14","1.39","1.61","1.82","2.02","2.22","2.41","2.59","2.77","2.95","3.13","3.31","3.49","3.66","3.84","4.02"
"Haggerty, Sam","664059","TEX","140","LF","31","R","0.00","0.54","0.85","1.11","1.34","1.55","1.76","1.95","2.14","2.32","2.50","2.67","2.84","3.01","3.18","3.35","3.52","3.69","3.86"
"Haggerty, Sam","664059","TEX","140","LF","31","L","0.00","0.53","0.83","1.09","1.32","1.53","1.74","1.94","2.12","2.31","2.49","2.67","2.84","3.01","3.18","3.35","3.52","3.71","3.89"
"Hamilton, David","666152","BOS","111","2B","27","L","0.00","0.53","0.82","1.07","1.30","1.51","1.71","1.90","2.08","2.26","2.43","2.60","2.77","2.94","3.11","3.27","3.44","3.61","3.79"
"Hampson, Garrett","641658","STL","138","2B","30","R","0.00","0.54","0.85","1.11","1.34","1.55","1.75","1.94","2.13","2.31","2.48","2.66","2.83","3.00","3.16","3.33","3.50","3.67","3.84"
"Handley, Maverick","668974","BAL","110","C","27","R","0.00","0.56","0.89","1.16","1.40","1.62","1.83","2.04","2.23","2.43","2.61","2.80","2.98","3.16","3.33","3.51","3.68","3.86","4.04"
"Happ, Ian","664023","CHC","112","LF","30","L","0.00","0.56","0.87","1.13","1.37","1.59","1.80","2.01","2.20","2.40","2.58","2.77","2.95","3.12","3.30","3.48","3.65","3.83","4.03"
"Happ, Ian","664023","CHC","112","LF","30","R","0.00","0.55","0.89","1.16","1.40","1.63","1.84","2.05","2.25","2.44","2.63","2.81","2.99","3.17","3.35","3.52","3.70","3.87","4.05"
"Harper, Bryce","547180","PHI","143","1B","32","L","0.00","0.55","0.86","1.13","1.37","1.59","1.80","2.01","2.20","2.40","2.58","2.77","2.95","3.13","3.31","3.48","3.66","3.85","4.05"
"Harris II, Michael","671739","ATL","144","CF","24","L","0.00","0.53","0.82","1.08","1.31","1.52","1.72","1.91","2.10","2.29","2.46","2.64","2.81","2.98","3.15","3.32","3.49","3.67","3.86"
"Harris, Brett","695391","ATH","133","3B","27","R","0.00","0.56","0.89","1.16","1.40","1.62","1.83","2.03","2.23","2.42","2.61","2.79","2.97","3.15","3.32","3.50","3.67","3.85","4.03"
"Hassell III, Robert","690987","WSH","120","CF","23","L","0.00","0.53","0.82","1.07","1.30","1.51","1.71","1.91","2.10","2.28","2.46","2.64","2.81","2.98","3.16","3.33","3.50","3.68","3.87"
"Hayes, Ke'Bryan","663647","CIN","113","3B","28","R","0.00","0.56","0.88","1.15","1.39","1.62","1.83","2.04","2.24","2.43","2.62","2.80","2.98","3.17","3.34","3.52","3.70","3.89","4.08"
"Hays, Austin","669720","CIN","113","LF","29","R","0.00","0.57","0.88","1.15","1.39","1.61","1.82","2.02","2.22","2.41","2.60","2.78","2.96","3.14","3.32","3.50","3.67","3.85","4.03"
"Hedges, Austin","595978","CLE","114","C","32","R","0.00","0.57","0.91","1.20","1.46","1.71","1.94","2.16","2.37","2.58","2.79","2.99","3.19","3.39","3.59","3.78","3.98","4.19","4.40"
"Heim, Jonah","641680","TEX","140","C","30","L","0.00","0.56","0.89","1.17","1.43","1.67","1.89","2.11","2.31","2.52","2.71","2.91","3.10","3.29","3.48","3.67","3.86","4.06","4.27"
"Heim, Jonah","641680","TEX","140","C","30","R","0.00","0.57","0.90","1.18","1.44","1.67","1.90","2.12","2.33","2.53","2.73","2.93","3.12","3.31","3.50","3.69","3.87","4.06","4.26"
"Heineman, Tyler","623168","TOR","141","C","34","L","0.00","0.53","0.84","1.10","1.34","1.57","1.78","1.99","2.19","2.38","2.57","2.76","2.95","3.13","3.32","3.50","3.68","3.87","4.07"
"Heineman, Tyler","623168","TOR","141","C","34","R","0.00","0.56","0.89","1.16","1.41","1.64","1.86","2.07","2.27","2.47","2.66","2.85","3.04","3.22","3.41","3.59","3.77","3.96","4.16"
"Helman, Michael","680737","TEX","140","CF","29","R","0.00","0.54","0.84","1.09","1.32","1.53","1.73","1.92","2.11","2.29","2.46","2.64","2.81","2.97","3.14","3.30","3.47","3.63","3.80"
"Henderson, Gunnar","683002","BAL","110","SS","24","L","0.00","0.54","0.84","1.09","1.32","1.54","1.74","1.93","2.12","2.31","2.49","2.66","2.83","3.00","3.17","3.34","3.51","3.68","3.87"
"Hernaiz, Darell","687231","ATH","133","SS","23","R","0.00","0.55","0.87","1.13","1.37","1.59","1.79","1.99","2.18","2.37","2.55","2.73","2.91","3.08","3.25","3.42","3.59","3.76","3.94"
"Hernández, Enrique","571771","LAD","119","3B","33","R","0.00","0.57","0.91","1.18","1.43","1.66","1.88","2.09","2.29","2.49","2.68","2.87","3.06","3.25","3.43","3.62","3.80","3.99","4.19"
"Hernández, Heriberto","681715","MIA","146","DH","25","R","0.00","0.56","0.88","1.14","1.38","1.60","1.81","2.01","2.20","2.39","2.57","2.75","2.93","3.11","3.28","3.45","3.62","3.79","3.97"
"Hernández, Teoscar","606192","LAD","119","RF","32","R","0.00","0.58","0.91","1.17","1.41","1.63","1.84","2.04","2.23","2.42","2.60","2.78","2.95","3.13","3.30","3.47","3.64","3.82","4.00"
"Herrera, Iván","671056","STL","138","DH","25","R","0.00","0.56","0.88","1.15","1.40","1.63","1.84","2.05","2.25","2.45","2.64","2.83","3.02","3.21","3.39","3.58","3.76","3.95","4.15"
"Herrera, Jose","645444","AZ","109","C","28","L","0.00","0.55","0.87","1.15","1.40","1.64","1.87","2.08","2.30","2.50","2.70","2.90","3.10","3.30","3.49","3.70","3.91","4.13","4.37"
"Heyward, Jason","518792","SD","135","LF","35","L","0.00","0.54","0.85","1.11","1.35","1.58","1.79","1.99","2.19","2.38","2.57","2.75","2.94","3.12","3.30","3.47","3.65","3.84","4.04"
"Hicks, Liam","689414","MIA","146","C","26","L","0.00","0.53","0.84","1.11","1.35","1.57","1.79","2.00","2.20","2.39","2.59","2.78","2.96","3.15","3.33","3.52","3.70","3.90","4.10"
"Higashioka, Kyle","543309","TEX","140","C","35","R","0.00","0.57","0.90","1.18","1.43","1.67","1.89","2.11","2.32","2.52","2.73","2.93","3.12","3.32","3.51","3.71","3.90","4.10","4.31"
"Hill, Derek","656537","CWS","145","CF","29","R","0.00","0.55","0.85","1.11","1.34","1.55","1.74","1.93","2.12","2.29","2.47","2.64","2.81","2.97","3.13","3.30","3.46","3.62","3.79"
"Hinds, Rece","677956","CIN","113","RF","24","R","0.00","0.55","0.87","1.12","1.35","1.57","1.77","1.97","2.15","2.33","2.51","2.69","2.86","3.03","3.20","3.36","3.53","3.70","3.87"
"Hoerner, Nico","663538","CHC","112","2B","28","R","0.00","0.55","0.87","1.13","1.36","1.58","1.79","1.98","2.17","2.36","2.54","2.72","2.89","3.06","3.24","3.41","3.58","3.75","3.92"
"Holliday, Jackson","702616","BAL","110","2B","21","L","0.00","0.55","0.85","1.10","1.33","1.55","1.75","1.95","2.14","2.32","2.50","2.68","2.85","3.02","3.19","3.36","3.53","3.71","3.89"
"Horwitz, Spencer","687462","PIT","134","1B","27","L","0.00","0.54","0.86","1.13","1.38","1.61","1.84","2.05","2.26","2.46","2.66","2.86","3.05","3.24","3.43","3.62","3.81","4.01","4.22"
"Hoskins, Rhys","656555","MIL","158","1B","32","R","0.00","0.57","0.92","1.20","1.46","1.70","1.93","2.15","2.36","2.57","2.77","2.97","3.17","3.36","3.56","3.76","3.95","4.15","4.37"
"House, Brady","691781","WSH","120","3B","22","R","0.00","0.54","0.85","1.11","1.34","1.56","1.77","1.97","2.16","2.35","2.53","2.71","2.89","3.06","3.24","3.41","3.59","3.76","3.95"
"Hummel, Cooper","669450","HOU","117","LF","30","L","0.00","0.54","0.83","1.08","1.31","1.53","1.73","1.93","2.12","2.30","2.49","2.66","2.84","3.01","3.18","3.35","3.52","3.69","3.88"
"Ibáñez, Andy","628451","DET","116","3B","32","R","0.00","0.56","0.88","1.16","1.40","1.63","1.84","2.04","2.24","2.43","2.62","2.80","2.99","3.17","3.35","3.53","3.70","3.88","4.07"
"Iglesias, Jose","578428","SD","135","2B","35","R","0.00","0.56","0.87","1.14","1.38","1.60","1.81","2.01","2.20","2.39","2.57","2.75","2.93","3.10","3.28","3.45","3.62","3.80","3.98"
"India, Jonathan","663697","KC","118","2B","28","R","0.00","0.57","0.90","1.17","1.42","1.64","1.85","2.06","2.25","2.44","2.63","2.81","2.99","3.17","3.34","3.51","3.69","3.86","4.04"
"Isbel, Kyle","664728","KC","118","CF","28","L","0.00","0.53","0.82","1.07","1.29","1.51","1.71","1.90","2.09","2.28","2.46","2.63","2.81","2.98","3.15","3.32","3.50","3.69","3.89"
"Jackson, Alex","656577","BAL","110","C","29","R","0.00","0.55","0.87","1.13","1.37","1.58","1.79","2.00","2.19","2.38","2.57","2.75","2.93","3.11","3.29","3.46","3.64","3.81","4.00"
"Jackson, Jeremiah","669236","BAL","110","RF","25","R","0.00","0.57","0.90","1.16","1.40","1.63","1.84","2.04","2.24","2.43","2.62","2.80","2.98","3.16","3.34","3.52","3.69","3.88","4.07"
"Jansen, Danny","643376","MIL","158","C","30","R","0.00","0.57","0.91","1.20","1.45","1.68","1.90","2.12","2.32","2.53","2.72","2.91","3.10","3.29","3.48","3.67","3.86","4.05","4.26"
"Jeffers, Ryan","680777","MIN","142","C","28","R","0.00","0.56","0.89","1.16","1.41","1.64","1.85","2.06","2.26","2.46","2.65","2.84","3.03","3.22","3.41","3.59","3.78","3.97","4.17"
"Jensen, Carter","695600","KC","118","DH","21","L","0.00","0.54","0.84","1.10","1.34","1.56","1.76","1.96","2.15","2.34","2.52","2.70","2.87","3.05","3.22","3.40","3.57","3.76","3.94"
"Joe, Connor","656582","CIN","113","RF","32","R","0.00","0.56","0.89","1.16","1.41","1.64","1.85","2.06","2.26","2.45","2.64","2.82","3.01","3.19","3.36","3.54","3.71","3.89","4.08"
"Johnson, Daniel","669288","BAL","110","CF","29","L","0.00","0.53","0.81","1.06","1.28","1.50","1.69","1.88","2.06","2.24","2.42","2.59","2.76","2.92","3.09","3.25","3.42","3.59","3.76"
"Johnston, Troy","687859","MIA","146","1B","28","L","0.00","0.56","0.87","1.14","1.38","1.59","1.80","2.00","2.20","2.39","2.57","2.76","2.94","3.11","3.29","3.47","3.66","3.87","4.12"
"Jones, Jahmai","663330","DET","116","DH","27","R","0.00","0.57","0.89","1.16","1.40","1.62","1.83","2.03","2.22","2.41","2.59","2.77","2.95","3.13","3.30","3.47","3.64","3.82","4.00"
"Jones, Nolan","666134","CLE","114","RF","27","L","0.00","0.54","0.84","1.11","1.34","1.57","1.78","1.98","2.17","2.36","2.55","2.73","2.91","3.09","3.27","3.45","3.64","3.84","4.07"
"Judge, Aaron","592450","NYY","147","RF","33","R","0.00","0.55","0.86","1.13","1.36","1.59","1.80","2.00","2.20","2.39","2.58","2.77","2.95","3.13","3.31","3.49","3.67","3.85","4.04"
"Julien, Edouard","666397","MIN","142","2B","26","L","0.00","0.54","0.85","1.12","1.36","1.58","1.79","1.99","2.19","2.38","2.57","2.75","2.93","3.11","3.29","3.46","3.64","3.83","4.02"
"Jung, Jace","690291","DET","116","3B","24","L","0.00","0.53","0.84","1.11","1.36","1.58","1.80","2.01","2.22","2.42","2.61","2.79","2.98","3.17","3.36","3.55","3.73","3.93","4.14"
"Jung, Josh","673962","TEX","140","3B","27","R","0.00","0.56","0.89","1.17","1.41","1.64","1.86","2.07","2.27","2.47","2.66","2.85","3.04","3.22","3.41","3.59","3.77","3.96","4.16"
"Karros, Kyle","691720","COL","115","3B","22","R","0.00","0.55","0.88","1.14","1.39","1.61","1.82","2.03","2.23","2.42","2.61","2.79","2.98","3.16","3.34","3.52","3.69","3.87","4.05"
"Kayfus, C.J.","692216","CLE","114","RF","23","L","0.00","0.54","0.85","1.10","1.34","1.56","1.76","1.96","2.15","2.34","2.52","2.70","2.88","3.06","3.23","3.41","3.59","3.77","3.97"
"Keaschall, Luke","807712","MIN","142","2B","22","R","0.00","0.55","0.86","1.12","1.35","1.57","1.78","1.97","2.17","2.35","2.53","2.71","2.89","3.06","3.23","3.40","3.57","3.74","3.92"
"Keirsey Jr., DaShawn","680577","MIN","142","CF","28","L","0.00","0.51","0.80","1.05","1.27","1.48","1.67","1.86","2.05","2.23","2.40","2.57","2.74","2.91","3.08","3.24","3.41","3.59","3.77"
"Keith, Colt","690993","DET","116","DH","23","L","0.00","0.54","0.85","1.11","1.34","1.56","1.77","1.97","2.16","2.35","2.53","2.71","2.89","3.06","3.23","3.40","3.58","3.76","3.95"
"Kelly, Carson","608348","CHC","112","C","30","R","0.00","0.56","0.89","1.18","1.43","1.66","1.88","2.10","2.30","2.50","2.70","2.89","3.08","3.27","3.46","3.65","3.84","4.02","4.22"
"Kemp, Otto","805249","PHI","143","3B","25","R","0.00","0.56","0.88","1.14","1.38","1.60","1.81","2.00","2.20","2.38","2.56","2.74","2.91","3.08","3.25","3.42","3.58","3.75","3.92"
"Kepler, Max","596146","PHI","143","LF","32","L","0.00","0.54","0.84","1.10","1.33","1.55","1.75","1.96","2.15","2.34","2.52","2.70","2.88","3.06","3.24","3.42","3.60","3.79","3.99"
"Kim, Ha-Seong","673490","ATL","144","SS","29","R","0.00","0.56","0.89","1.16","1.39","1.61","1.82","2.02","2.22","2.41","2.59","2.77","2.95","3.13","3.31","3.48","3.65","3.83","4.01"
"Kim, Hyeseong","808975","LAD","119","2B","26","L","0.00","0.53","0.82","1.07","1.30","1.50","1.71","1.90","2.09","2.27","2.45","2.62","2.80","2.97","3.14","3.31","3.48","3.66","3.85"
"Kiner-Falefa, Isiah","643396","TOR","141","SS","30","R","0.00","0.56","0.88","1.15","1.39","1.61","1.82","2.03","2.23","2.42","2.61","2.79","2.98","3.16","3.34","3.52","3.70","3.88","4.07"
"Kirk, Alejandro","672386","TOR","141","C","26","R","0.00","0.58","0.92","1.21","1.47","1.71","1.94","2.16","2.38","2.59","2.79","2.99","3.19","3.39","3.58","3.78","3.98","4.18","4.39"
"Kjerstad, Heston","677008","BAL","110","LF","26","L","0.00","0.52","0.82","1.07","1.30","1.52","1.73","1.93","2.12","2.31","2.50","2.68","2.86","3.04","3.21","3.39","3.56","3.74","3.93"
"Knizner, Andrew","668800","SF","137","C","30","R","0.00","0.56","0.90","1.18","1.43","1.67","1.89","2.11","2.32","2.53","2.73","2.92","3.12","3.31","3.50","3.69","3.88","4.07","4.27"
"Koss, Christian","683766","SF","137","2B","27","R","0.00","0.55","0.86","1.13","1.36","1.58","1.78","1.98","2.17","2.35","2.53","2.71","2.88","3.05","3.22","3.39","3.55","3.72","3.90"
"Kurtz, Nick","701762","ATH","133","1B","22","L","0.00","0.54","0.85","1.12","1.36","1.58","1.79","1.99","2.19","2.37","2.56","2.74","2.92","3.10","3.28","3.46","3.64","3.83","4.02"
"Kwan, Steven","680757","CLE","114","LF","27","L","0.00","0.53","0.83","1.08","1.31","1.53","1.73","1.93","2.12","2.30","2.49","2.66","2.84","3.02","3.19","3.37","3.54","3.73","3.91"
"Langeliers, Shea","669127","ATH","133","C","27","R","0.00","0.55","0.87","1.13","1.37","1.59","1.80","2.00","2.19","2.38","2.56","2.74","2.92","3.09","3.27","3.44","3.61","3.78","3.95"
"Langford, Wyatt","694671","TEX","140","LF","23","R","0.00","0.55","0.87","1.12","1.35","1.56","1.76","1.95","2.14","2.32","2.50","2.68","2.85","3.01","3.18","3.35","3.51","3.69","3.87"
"Larnach, Trevor","663616","MIN","142","DH","28","L","0.00","0.54","0.85","1.12","1.36","1.59","1.81","2.02","2.22","2.41","2.61","2.80","2.98","3.17","3.35","3.54","3.73","3.93","4.13"
"Laureano, Ramón","657656","SD","135","LF","30","R","0.00","0.56","0.87","1.13","1.37","1.59","1.79","1.99","2.19","2.37","2.56","2.74","2.91","3.09","3.26","3.44","3.61","3.78","3.96"
"Lawlar, Jordan","691783","AZ","109","3B","22","R","0.00","0.55","0.87","1.12","1.36","1.58","1.78","1.98","2.17","2.35","2.53","2.70","2.87","3.04","3.21","3.38","3.54","3.71","3.88"
"LeMahieu, DJ","518934","NYY","147","2B","36","R","0.00","0.58","0.91","1.19","1.44","1.67","1.88","2.09","2.30","2.50","2.69","2.88","3.07","3.26","3.45","3.64","3.83","4.04","4.25"
"Lee, Brooks","686797","MIN","142","SS","24","L","0.00","0.54","0.85","1.12","1.37","1.60","1.81","2.02","2.23","2.42","2.62","2.81","3.00","3.19","3.38","3.56","3.75","3.94","4.14"
"Lee, Brooks","686797","MIN","142","SS","24","R","0.00","0.57","0.90","1.17","1.42","1.65","1.87","2.08","2.28","2.48","2.67","2.87","3.06","3.24","3.43","3.62","3.81","4.00","4.19"
"Lee, Jung Hoo","808982","SF","137","CF","26","L","0.00","0.55","0.86","1.12","1.36","1.58","1.79","1.99","2.18","2.36","2.55","2.73","2.90","3.08","3.25","3.43","3.60","3.79","3.98"
"Lewis, Royce","668904","MIN","142","3B","26","R","0.00","0.56","0.88","1.15","1.39","1.61","1.83","2.03","2.23","2.42","2.61","2.80","2.98","3.16","3.34","3.52","3.70","3.88","4.08"
"Lile, Daylen","695734","WSH","120","RF","22","L","0.00","0.54","0.84","1.09","1.31","1.53","1.72","1.91","2.10","2.28","2.45","2.62","2.79","2.96","3.12","3.29","3.45","3.62","3.79"
"Lindor, Francisco","596019","NYM","121","SS","31","R","0.00","0.56","0.88","1.15","1.39","1.61","1.82","2.02","2.22","2.41","2.60","2.78","2.96","3.14","3.31","3.49","3.66","3.83","4.01"
"Lindor, Francisco","596019","NYM","121","SS","31","L","0.00","0.54","0.84","1.11","1.34","1.56","1.77","1.97","2.17","2.36","2.55","2.73","2.91","3.09","3.27","3.44","3.62","3.81","4.00"
"Locklear, Tyler","682988","AZ","109","1B","24","R","0.00","0.55","0.88","1.15","1.39","1.62","1.84","2.04","2.24","2.44","2.63","2.82","3.00","3.19","3.37","3.55","3.74","3.92","4.11"
"Lockridge, Brandon","663604","MIL","158","CF","28","R","0.00","0.55","0.86","1.11","1.34","1.55","1.75","1.94","2.12","2.30","2.48","2.65","2.82","2.98","3.15","3.31","3.47","3.63","3.80"
"Loftin, Nick","679845","KC","118","LF","26","R","0.00","0.54","0.85","1.12","1.35","1.57","1.78","1.98","2.17","2.36","2.54","2.72","2.90","3.07","3.25","3.42","3.59","3.77","3.94"
"Loperfido, Joey","694388","TOR","141","LF","26","L","0.00","0.52","0.82","1.08","1.31","1.53","1.74","1.94","2.13","2.32","2.50","2.68","2.86","3.03","3.20","3.37","3.54","3.71","3.89"
"Lopez, Nicky","670032","CHC","112","3B","30","L","0.00","0.55","0.85","1.11","1.35","1.57","1.78","1.98","2.18","2.37","2.55","2.73","2.91","3.09","3.27","3.44","3.62","3.80","3.99"
"Lopez, Otto","672640","MIA","146","SS","26","R","0.00","0.56","0.87","1.13","1.37","1.59","1.79","1.99","2.18","2.37","2.55","2.73","2.91","3.08","3.26","3.43","3.60","3.77","3.95"
"Lowe, Brandon","664040","TB","139","2B","30","L","0.00","0.55","0.85","1.11","1.34","1.56","1.76","1.96","2.15","2.34","2.53","2.71","2.89","3.07","3.24","3.43","3.61","3.80","4.00"
"Lowe, Josh","666139","TB","139","RF","27","L","0.00","0.54","0.84","1.10","1.33","1.55","1.75","1.95","2.14","2.32","2.50","2.68","2.86","3.03","3.20","3.38","3.55","3.73","3.92"
"Lowe, Nathaniel","663993","BOS","111","1B","29","L","0.00","0.54","0.85","1.12","1.36","1.59","1.81","2.02","2.22","2.41","2.61","2.79","2.98","3.17","3.35","3.53","3.72","3.90","4.10"
"Lugo, Matthew","683090","LAA","108","CF","24","R","0.00","0.55","0.85","1.11","1.34","1.55","1.76","1.95","2.14","2.32","2.50","2.67","2.85","3.02","3.18","3.35","3.52","3.69","3.86"
